,sentiment,company,text
2448,negative,United,appreciate immediate offer suspect long term issue simple fix also ski bootbag policy awkward best
2449,negative,United,simple issue generally set check baggage policy logan general unhelpfulness employee early
2450,negative,United,terrible illogical route cancel flightled connection pay check bag lose bag ual
2451,negative,United,ugh
2452,positive,United,good job cle tpa schedule inch snow
2453,negative,United,never fail delayed pout face
2454,negative,United,yes people also
2455,positive,United,elpaso
2456,negative,United,book first class curbside delivery hour count teamusa
2457,neutral,United,let email board pas
2458,neutral,United,united hope miss connection book problem please follow dm confirmation cp do thx
2459,negative,United,delay hour count book diff airline take seriously
2460,positive,United,provide voucher one customer tweet day long earnedmybusiness
2461,negative,United,employee try check several hundred line crazy might miss plane sure employee
2462,positive,United,stellar customer service earn business attention detail
2463,positive,United,service staff great usual cleanliness smell bit much back satisfied traveler
2464,neutral,United,arrives lax shock
2465,negative,United,ua lax den schedule land lax please rebook denver best
2466,negative,United,first class passenger pay inflight wifi
2467,positive,United,hey upgrade hour international forgive smile
2468,negative,United,bgm cancel flightled last night hotel voucher pay cab back worse cab experience ever
2469,negative,United,first iah iad delay one hook ground power plane together folk
2470,negative,United,ua way plane lose software believe decide upgrade
2471,negative,United,already miss connection ua
2472,negative,United,typically problem fix crew expire delay turn cancelled
2473,negative,United,ua delay charge late say oh well
2474,neutral,United,try far away king scollegelondon possible charity today would jailbreak rag
2475,negative,United,friend stick bus runway pek two small kid customer service explanation kid cry awful service
2476,positive,United,yes food add gluten free option
2477,negative,United,guy suck never ur supervisor suck
2478,negative,United,new york love quality plane unite wtf crappy aviation newyork
2479,neutral,United,paigeworthy page united value tweet b c rare receive tweet compliment service fake
2480,negative,United,yes keep robotic answer
2481,positive,United,great gfc smile cheer
2482,negative,United,bad customer service nyc week ago think move
2483,negative,United,danahajek unite ceo decide outsource push skilled loyal employee lack staff
2484,negative,United,mean employee really nice literally sob
2485,negative,United,danahajek mean say many complaint today week month respond b c alone
2486,negative,United,home event tomorrow push back ticket home
2487,positive,United,hold plane
2488,negative,United,delay departure hr wait passenger another late unacceptable
2489,positive,United,ok send info via dm appreciate consideration smile face smile eye
2490,negative,United,chicago houston hour pretzel peanut seriously pass
2491,positive,United,nice early back home
2492,positive,United,hope smile
2493,negative,United,tag bag airport hop would actually arrive hop arrive
2494,positive,United,sure do thanks huge race try sure smoothly peace
2495,negative,United,hr work one trip worn enoughisenough
2496,negative,United,much disappoint customer service
2497,neutral,United,love see girl inspire become pilot rt free woaw event march abq
2498,negative,United,system hold min mia tell charge book problem fee customer service
2499,neutral,United,united take screenshot email let dm figure
2500,negative,United,clap hand clap hand clap hand clap hand clap hand wed clap hand irreplaceable milestone reflight book problem repay
2501,negative,United,brother luggage lose copa airline compete sunday panamerican cross country cup please
2502,negative,United,last day less driving hour aspen thru snowstorm thx team lack customer empathy
2503,negative,United,brother baggage lose route panamerican cross country cup championship columbia race sunday please
2504,negative,United,yes plenty seat available vicky thomas refuse give one million mile flyer
2505,negative,United,funny yesterday delay mechanical issue rotten luck plane row issue
2506,negative,United,would nice earlier today late hope
2507,negative,United,wait min count global service something
2508,negative,United,still try home
2509,negative,United,also gate monitor show empty seat
