,sentiment,company,text
4894,negative,Southwest,cancel flightled hr before takeoff no customer service be on hold for minute
4895,neutral,Southwest,my continue through to vega after my stop do be upset if a stowaway
4896,negative,Southwest,wait over a half hour for my checked baggage to be deliver no update from any ground crew
4897,negative,Southwest,promotion email today vega and jamaica have a defective link for the vega sweepstakes it out with error
4898,neutral,Southwest,safety back in dallas
4899,negative,Southwest,no like i say i could not reach anyone at your company so i have to rent a car and chalk the whole thing up to a loss
4900,positive,Southwest,you guy be so amazing for send people to meet imagine dragon destinationdragons face savor food
4901,neutral,Southwest,btw not a weather delay we have beautiful weather in sunny california nolove noexcuses cali
4902,negative,Southwest,as a frequent traveler i never be treat so coldly have an airline offer nothing when my be cancel flightled nolove
4903,negative,Southwest,neveryamind i pay for a for a new bag be easy for business class customer right
4904,negative,Southwest,our baggage motto we do cover that small tear rip seam snow soak bust zipper sorry
4905,negative,Southwest,totally ruined my birthday weekend by cancelled flighting my for no reason and offer no point drink transport nolove cali
4906,negative,Southwest,what happen to your customer service cancel flightled in day an uninformed and unapologetic staff nolove cali
4907,neutral,Southwest,check the head of the plane there have be dynamite place onto it
4908,negative,Southwest,maybe if you comped those that quietly accept delay or cancel flightations instead of the irate you have less issue justsaying
4909,neutral,Southwest,for the past yr i earn alist status thru a promofly rnd trip in month how can i that option again loyal
4910,negative,Southwest,we do nothing be ruin just wet just frustrate when after travel for hour you ca change into clean clothes
4911,neutral,Southwest,yeah it happen the phx airport have extra long wait all spring long something local know but tourist do just fyi
4912,negative,Southwest,i try for to contact sw twitter fb phone email w no reply late flightr u respond what could you do at this point
4913,neutral,Southwest,that legalize discrimination of lgbtcan you lend your voice to a state boycott
4914,neutral,Southwest,if i be a rapid award member do my point apply after i have take my round trip
4915,positive,Southwest,be in a line a mile long at sky harbor this morning your staff be courteous and expeditious you onechildfourbags
4916,negative,Southwest,i have never have such awful customer service and conflict service outrageous
4917,positive,Southwest,just realize i have the wrong departure date thanks for change easy
4918,neutral,Southwest,also will southwest have any other special like the one they be run now
4919,positive,Southwest,last week i from dal to lax you us in almost an hour early you
4920,neutral,Southwest,will the daytona be available on free tv
4921,neutral,Southwest,be it overbooked really do want to be bump
4922,negative,Southwest,no i be after over an hour be too frustrated and have to hang up
4923,negative,Southwest,thanks for the terrible service strand in mdw for day now ca find confirmation for rebooked from mke
4924,negative,Southwest,fyi the link in your baggage incident email redirects to a on mobile the link auto change on mobile desktop work fine
4925,positive,Southwest,i will say that your customer service have consistently be the very best
4926,positive,Southwest,appreciate the tweet back it be unexpected
4927,neutral,Southwest,need to cancel a few more can you please check dm
4928,negative,Southwest,aarp mom say hire more staff to accommodate your audience you could learn lot from her she off to fl
4929,positive,Southwest,although the wait be long due to weather rscheduling a phone call and super rep solve the issue you
4930,neutral,Southwest,when be you start route to hawaii and canada
4931,neutral,Southwest,be overbooked have funeral to attend
4932,negative,Southwest,i be never able to talk so someone so have to buy another new ticket will be call shortly for refund
4933,negative,Southwest,aarp tyspent total of hr and min hold cell battery die finally arrangement w kind rep
4934,positive,Southwest,americanair yall be well then
4935,negative,Southwest,no after min of hold i finally hang up ridiculous wait can you assist in cancelled flighting reservation
4936,positive,Southwest,the world a better place visit an elderly relative
4937,neutral,Southwest,what be the best credit card to useopen to mile with yall
4938,negative,Southwest,some woman on plane and hold seat in the bulkhead for her friend with c boarding pass i pay earlybird thx
4939,negative,Southwest,grouchy about this complimentarybeveragesneeded
4940,negative,Southwest,plane switch on meant a back of plane disappointed
4941,negative,Southwest,you have let me down oversold earlybirdmeansnothing
4942,negative,Southwest,while you clearly do care about our trouble yday think i share bag take and come back absolutely drench
4943,neutral,Southwest,can you follow for quick dm
4944,neutral,Southwest,can you
4945,negative,Southwest,look like you be up and run for the day still ca through on the phone can you follow so i can dm you my info
4946,negative,Southwest,customerservicefail almost miss long slow bwi ticket line rather a complaint or your
